"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
2020-06-19,"VU ligoninės Santaros klinikų laboratorija",270,0,267,0,3,0,NA,NA,10,0
2020-06-19,"Klaipėdos universitetinės ligoninės laboratorija",239,145,238,144,1,0,NA,NA,0,0
2020-06-19,"Nacionalinė visuomenės sveikatos priežiūros laboratorija",420,0,418,0,2,0,NA,NA,50,0
2020-06-19,"Respublikinės Šiaulių ligoninės laboratorija",222,78,222,78,0,0,NA,NA,11,0
2020-06-19,"LSMU ligoninės Kauno klinikų laboratorija",508,278,508,278,0,0,NA,NA,0,0
2020-06-19,"Nacionalinio vėžio instituto laboratorija",27,0,27,0,0,0,NA,NA,0,0
2020-06-19,"UAB „Baltic Medics“",70,43,70,43,0,0,NA,NA,0,0
2020-06-19,"UAB „Diagnostikos laboratorija“ („Antėja“)",73,46,73,46,0,0,NA,NA,0,0
2020-06-19,"UAB „Medicina practica laboratorija“",178,48,178,48,0,0,NA,NA,0,0
2020-06-19,"Respublikinės Panevėžio ligoninės laboratorija",89,0,89,0,0,0,NA,NA,0,0
